Unnamed: 0,data,gtin,ncm,des_item_norm,unidade,valor_unit_liq,qtd_geral_item,qtd_reg_consolid,volume_financeiro
56432,2024-10-12,7898297061971,2071100,FRANGO FRESQUINHO GUJAO,KG,11.99,60694.0,19,727721.06
56451,2024-10-18,7898302280687,2013000,MUSCULO FRESCO KG,KG,21.99,4582.0,3,100758.18
56523,2024-11-06,7894351165791,2102000,CHARQUE PONTA AGULHA,KG,49.8,0.8,3,39.84
56536,2024-11-11,7898659020165,2091011,TOUCINHO BRANCO,KG,30.0,0.97,5,29.099999999999998
56569,2024-11-22,7893000005945,2071422,F PEITO SAD IQF 1KG,Un,22.5,13.0,2,292.5
56594,2024-12-01,7894904015108,2071100,FILE DE PEITO SEARA BDJ 1KG,UN,21.99,9.0,8,197.91
56607,2024-12-06,7894904197712,2072700,SOBRECOXA CG IQF SEARA 1KG,UN,16.0,3.0,3,48.0
56689,2024-12-30,7891515767600,2101200,BACON PERDIGAO,KG,37.34,4.6558,2,173.847572
56701,2024-05-07,7898302290242,2013000,PATINHO KG,KG,44.9,1816.0,2,81538.4
56722,2024-05-12,7894904013180,2071400,SOBRECOXA SEARA BDJ 1KG,UN,15.99,4.0,2,63.96
56746,2024-05-20,7898136970341,2071400,FILE PEITO FRANGO MAURICEIA,UN0001,24.29,5.0,4,121.44999999999999
56767,2024-05-26,7893000482401,2071400,FILE PEITO SOP FRANGO CONG BDJ 1KG SADIA,KG,24.0,2.0,2,48.0
56787,2024-06-03,7894904013180,2071400,SOBRECOXA FGO SEARA IN BDJ 1KG,UN,8.76,1.0,1,8.76
56815,2024-06-14,7894904015108,2071300,FILE PEITO SEARA FGO BDJ KG,UN,21.89,65.0,62,1422.8500000000001
56836,2024-06-20,7894904015849,2071400,FILEZINHO PEITO BDJ SEARA,UN,26.8,1.0,1,26.8
56870,2024-07-02,7891164018214,2071400,FILE PEITO AURORA,UND9,22.9,12.0,8,274.79999999999995
56887,2024-07-05,7893000697010,2032200,COSTELA SUINA,KG,16.99,1546.0,1,26266.539999999997
56898,2024-07-07,7894904015108,2071400,FILE PEITO SEARA 1K,UN,24.0,5.0,5,120.0
56929,2024-07-15,7893000437104,2071300,MIUDOS DE FRANGO MOE,UN,11.99,1.0,1,11.99
56946,2024-07-20,7891515521028,2032900,COSTELA SUINA BARBECUE NABRASA KG,KG,27.24,1034.0,1,28166.16
56956,2024-07-26,7894904013180,2071400,SOBRECOXA DE FRANGO BDJ SEARA,UND,15.5,6.0,6,93.0
57009,2024-08-14,7894904015108,2071422,FILE DE PEITO SEARA BDJ,Un,28.49,2.0,2,56.98
57021,2024-08-16,7894351165791,2102000,CHARQUE P A BERTIN 1X30KG,UNID,38.99,7639.0,8,297844.61000000004
57042,2024-08-22,7891515767600,2101200,BACON PERDIGAO,KG1,34.0,0.27,1,9.18
57043,2024-08-22,7894351165791,2102000,CHARQ PONTA AGULH KG,KG,46.0,0.36,1,16.56
57048,2024-08-24,7898040082451,2071422,FILE PEITO SUPER FRANGO CONG BDJ 1KG 1X1KG,UN,22.99,16.0,12,367.84
57056,2024-08-27,7891164018214,2071422,FILE PEITO AURORA,UND9,21.9,9.0,6,197.1
57081,2024-09-05,7894904013180,2071412,SOBRECOXA FDO SEARA,BDJ9,11.9,9.0,3,107.10000000000001
57097,2024-09-09,7898040082451,2071412,FILE PEITO FGO SUPER FGO BDJ 1KG,UN,21.99,2.0,2,43.98
57132,2024-09-20,7893000005945,2071419,FILE PEITO SADIA 1KG,UN,24.4,1.0,1,24.4
57151,2024-09-27,7894904015849,2071413,BDJA FILEZINHO DO PEITO SEARA 1KG,UN,23.99,1.0,1,23.99
57180,2024-10-05,7894904013180,2071419,SOBRECOXA SEARA BDJ 1KG N1,UN,11.99,34.0,19,407.66
57181,2024-10-05,7893000005945,2071422,FILE PEITO FGO SADIA PC IQF 1KG,PC,23.9,1.0,1,23.9
57189,2024-10-07,7893000482401,2071422,FILE PEITO FGO SADIA BD 1KG PROM,UN,22.89,9.0,2,206.01
57194,2024-10-10,7891164018214,2071422,FILE PEITO AURORA,UND9,20.9,156.0,34,3260.3999999999996
57200,2024-10-11,7898297060127,2071411,PEITO DE FRANGO CONGELADO,KG,15.05,1348.0,1,20287.4
57202,2024-10-12,7898136970341,2071422,FIL PEI FG MAU 1KG,UN,24.8,16.0,13,396.8
57204,2024-10-12,7894904769889,2071419,FRANGO A PASSARINHA SEARA TEMP SACO 1KG 1,KG,13.15,1.0,1,13.15
57230,2024-10-22,7898040082451,2071429,FILE DE PEITO SUPER FRAN,Un,21.99,8.0,6,175.92
57271,2024-11-04,7891515767600,2101200,BACON PERDIGAO,UN,8.72,1.0,1,8.72
57272,2024-11-04,7898251410012,2071300,FRANGO CONGELADO INTEIRO FRANGO DE OURO,KG,11.25,1.0,1,11.25
57280,2024-11-04,7898937117402,2071411,P FGO CONG AVIVIP PEITO C O KG,KG,16.1,10.0,1,161.0
57307,2024-11-09,7894904015108,2071422,FILE PEITO FGO SEARA,BDJ9,22.9,111.0,82,2541.8999999999996
57319,2024-11-14,7891515767600,2101200,BACON KG,KG,33.9,254.0,2,8610.6
57321,2024-11-14,7898297060011,2071210,FRANGO CONGELADO GUJ,KG,10.79,8.89,4,95.9231
57356,2024-11-26,7894351165739,2102000,CARNE DE CHARQUE,KG,44.97,185.0,1,8319.449999999999
57364,2024-11-29,7893000482401,2071411,FILE DE PEITO SADIA BDJ 1K,UN,31.0,1.0,1,31.0
57378,2024-12-02,7898302290303,2013000,CARNE CONTRA FILE BOV RESF,KG,46.0,422.0,1,19412.0
57420,2024-12-16,7898223661015,2071300,COXINHA DAS ASAS TEMP AVIGRO 1KG,UN,21.25,1.0,1,21.25
57421,2024-12-16,7893000482401,2071422,F PEITO SADIA BJ 1KG,Un,22.9,38.0,16,870.1999999999999
57487,2024-05-13,7894904013180,2071400,SOBRECOXA DE FRANGO CONGELADO SEARA 1KG,UN,13.97,12.0,1,167.64000000000001
57503,2024-05-21,7898297060110,2071400,COXA E SOBRECOXA FGO GUJAO ENVELOPADA 1,KG,10.89,7.27,3,79.1703
57506,2024-05-21,7894904797929,2071400,COXA CSCOXA CONG SEARA INDIV KG,KG,9.48,775.0,1,7347.0
57507,2024-05-22,7894904006458,2101200,BACON,KG,31.99,3236.0,3,103519.64
57527,2024-05-27,7891164018214,2071400,FILE PEITO AURORA BD 1KG PROM,UN,19.79,63.0,23,1246.77
57528,2024-05-27,7894904197712,2071400,SOBRECOXA FGO SEARA PCT 1KG,UN,18.99,2.0,2,37.98
57542,2024-06-02,7898302292130,2013000,CARNE DE 2,KG,21.5,2.67,3,57.405
57553,2024-06-05,7898302290303,2013000,CONTRA FILE,KG,28.0,7.0,1,196.0
57568,2024-06-10,7891515767600,2101200,BACON DEF SCOST SECO PVAR PD 786276,KG,34.75,366.0,1,12718.5
57580,2024-06-13,7894904015108,2071400,FILE PEITO FGO SEARA BDJ 1KG,UN,18.7,463.0,218,8658.1
57584,2024-06-15,7893000437104,2071400,MOELA SADIA 1KG,Un,9.59,15.0,14,143.85
57591,2024-06-15,7898297060202,2071400,COXINHA ASA,KG,24.0,0.45,1,10.8
57601,2024-06-18,7898937117037,2071400,FRANGO INTEIRO CONG AVIVIP KG,KG,8.89,39955.0,12,355199.95
57615,2024-06-23,7894904197712,2071400,SOBRECOXA SEARA PCT 1KG,UN,15.29,2.0,2,30.58
57622,2024-06-26,7898136973984,2071400,COXA C SOBRECOXA,KG,10.0,2448.0,1,24480.0
57623,2024-06-26,7894904769889,2071400,FRANGO PADARIA SEARA TEMP PETISCO 1KG,UN0001,17.99,2.0,2,35.98
57624,2024-06-26,7894904015108,2071400,FILE PEITO FGO SEARA BDJ 1KG,KG,21.99,3.0,2,65.97
57628,2024-06-29,7893000005945,2071400,FILE PEITO FRANGO SADIA PC 1KG,UN0001,25.99,5.0,5,129.95
57671,2024-07-14,7894904015108,2071400,FILE DE PEITO DE FRANGO SEARA CONGELADO BDJ 1 KG,UND1,23.5,3.0,3,70.5
57712,2024-07-29,7898251410210,2071400,COXA E SOBRECOXA CG IND CX 20KG,KG,13.5,5.0,1,67.5
57728,2024-08-04,7891164018214,2071422,FILE PEITO AURORA BD 1KG PROM,UN,19.89,392.0,284,7796.88
57741,2024-08-08,7894904015849,2109911,FILEZINHO DE PEITO SEARA BANDEJA 1KG,Un,24.3,1.0,1,24.3
57800,2024-08-30,7893000526044,2101200,BACON SADIA,KG,32.97,666.0,3,21958.02
57825,2024-09-07,7894904197712,2071412,SCOXA SEARA 1KG,PC,12.9,11.0,11,141.9
57836,2024-09-11,7894904013180,2071419,SOBRECOXA FGO SEARA BDJ 1KG,UN,12.99,4.0,4,51.96
57861,2024-09-19,7894904769889,2071210,FGO PASSARINHO TEMP IQF,UN,15.9,1.0,1,15.9
57904,2024-10-01,7894904015849,2071422,FILEZ PEITO FGO SEARA 1KG PROM,UN,20.9,4.0,2,83.6
57912,2024-10-05,7898223660834,2071300,PEITO CONG ENVELOPADO INDIV,KG,18.8,9.0,4,169.20000000000002
57915,2024-10-05,7898251410012,2071210,FRANGO DE OURO CG CX 20KG,KG,10.9,5.0,1,54.5
57929,2024-10-09,7891515621773,2101200,BACON PERDIGAO KG,KG,34.89,468.0,1,16328.52
57981,2024-10-24,7898297061346,2071300,ASA RESF GUJAO AGRANEL,KG,15.23,1.4286,2,21.757578000000002
58023,2024-11-04,7894904015108,2071422,FILE DE PEITO FGO BDJ SEARA 1KG,UNID,27.4,1.0,1,27.4
58035,2024-11-08,7894904197712,2071421,SOBRECOXA SEARA IQF 1KG,UN,11.38,21.0,18,238.98000000000002
58076,2024-11-19,7894904015108,2071422,FILE DE PEITO SEARA,Un,28.5,1.0,1,28.5
58137,2024-12-05,7894904013180,2032900,SOBRECOXA SEARA BANDEJA 1KG,UN,17.75,1.0,1,17.75
58141,2024-12-05,7894904015108,2071422,FILE PEITO SEARA BD 1KG,UN,20.99,4.0,4,83.96
58172,2024-12-14,7894904015849,2071422,FILEZ SEARA 1KG UN,UN,19.8,4.0,1,79.2
58178,2024-12-18,7898251410012,2071210,FRANGO INTEIR CONGELAD FRANGO DE OURO KG,KG,9.49,98725.0,35,936900.25
58274,2024-05-13,7898136970358,2071400,COXA FGO MAURICEA BDJ 1KG,UN,14.99,1.0,1,14.99
58335,2024-06-01,7898302292130,2013000,ACEM S OSSO,KG,24.0,658.0,1,15792.0
58381,2024-06-13,7898136970341,2071400,FILE DE PEITO MAURICEA BDJ 1K,UN,24.99,1.0,1,24.99
58407,2024-06-20,7898136970358,2071400,COXA FGO MAURICEIA,UND9,11.9,14.0,9,166.6
58445,2024-06-29,7891515356736,2101200,BACON KG,KG,37.95,698.0,5,26489.100000000002
58465,2024-07-05,7894904015108,2071400,F PEITO FGO SEARA 1KG,UN,22.99,16.0,14,367.84
58495,2024-07-14,7898302287815,2062990,MOCOTO FATIADO,KG,9.99,2052.0,2,20499.48
58513,2024-07-21,7898251410210,2071300,COXA E SOBRECOXA IND,KG,12.75,1576.0,1,20094.0
58516,2024-07-21,7891515021368,2012090,ACEM MOIDA,KG,22.0,10724.0,14,235928.0
58530,2024-07-26,7898223660162,2071100,FRANGO INTEIRO CONGELADO,PCT,2.99,1.0,1,2.99
58549,2024-08-02,7894904015849,2071411,FILEZINHO DE PEITO SEARA BDJ 1KG,UN,22.99,2.0,2,45.98
58558,2024-08-05,7893000482401,2071422,FILE PEITO SADIA,BDJ9,20.79,227.0,91,4719.33
58573,2024-08-07,7894904013180,2071412,SOBCOXA SEARA BJ 1KG,Un,10.5,421.0,287,4420.5
58586,2024-08-13,7894904015108,2071100,FILE PEITO CG FGO MET BDJ SEA,un,26.15,20.0,20,523.0
58593,2024-08-16,7894904197712,2071439,SOBRECOXAS SEARA 1 KG IQF ALM,UN,15.99,3.0,2,47.97
58623,2024-08-27,7894904197712,2071412,SOBRECOXA SEARA IQF,PCT9,11.9,25.0,6,297.5
58634,2024-08-29,7895099590777,2101200,ESPINHACO SALGADO,KG,8.98,746.0,2,6699.08
58683,2024-09-10,7894904015108,2071412,FILE PEITO FGO SEARA BDJ 1KG,UN,24.99,24.0,23,599.76
58691,2024-09-12,7894904013180,2071412,SOBCOXA SEARA BJ 1KG,Un,12.9,7.0,4,90.3
58704,2024-09-17,7893000005945,2071100,FILE DE PEITO FGO CONG SADIA SF IQF SD,UN,25.0,2.0,2,50.0
58728,2024-09-23,7894904015108,2071411,FILE PEITO SEARA BAN,un,23.99,6.0,6,143.94
58741,2024-09-27,7891164018214,2071411,FILE DE PEITO AURORA BANDEIJA 1KG,UN,23.89,2.0,1,47.78
58749,2024-09-30,7894904015108,2071422,FILE PEITO SEARA BDJ 1KG,UN,21.99,48.0,37,1055.52
58809,2024-10-22,7896481130137,2062200,FLOCAO CORINGA 500G,UN,2.65,2.0,2,5.3
58846,2024-10-28,7894351165739,2102000,CHARQUE PA BERTIN 5KG PROM,UN,189.0,1.0,1,189.0
58864,2024-11-04,7893000005945,2071422,FILE PEITO FGO SADIA ZIP 1KG,UN,19.98,2.0,1,39.96
58882,2024-11-08,7898297060127,2071411,PEITO DE FRANGO CONGELADO,KG,14.69,5562.0,2,81705.78
58892,2024-11-11,7891515767600,2101200,BACON PERDIGAO KG,KG,33.75,224.0,1,7560.0
58894,2024-11-12,7894904769889,2071300,FRANGO PASS TEMP SEARA 1KG,UN,15.95,2.0,2,31.9
58920,2024-11-21,7898302291195,2062200,FIGADO BOV CONG,UN,15.0,3.2,1,48.0
58949,2024-11-29,7898302287815,2062990,MOCOTO FATIADO,KG,8.98,452.0,1,4058.96
58960,2024-12-04,7898136973984,2071423,COXA E SOBRECOXA ENVELOPADO,KG,13.99,2385.0,1,33366.15
58968,2024-12-06,7898040082451,2071422,FILE PEITO SUPER FRANGO BDJ,UNID,23.5,2.0,2,47.0
58969,2024-12-06,7893000482401,2071422,FILE DE PEITO SADIA BANDEJA 1KG,UN,27.49,11.0,11,302.39
58975,2024-12-09,7893000482401,2071422,FILE DE PEITO FRANGO SADIA BD 1KG,UN,23.99,16.0,13,383.84
58977,2024-12-09,7898223660803,2071300,COXA E SOBRECOXA,KG,11.69,13815.0,7,161497.35
59006,2024-12-19,7894904015108,2071419,FILE PEITO FRANGO SE,UN,21.83,2.0,2,43.66
59044,2024-12-30,7898297060202,2071413,COXINHA DA ASA CONG GUJAO BDJ 1KG,UN,19.11,1.0,1,19.11
59083,2024-05-13,7891000379691,2011000,NESCAU PO LATA 370G,Un,9.7,4.0,4,38.8
59085,2024-05-14,7896733300882,2071400,COXA E SOBRECOXA,KG,12.99,5938.0,3,77134.62
59094,2024-05-20,7895099590777,2101900,ESPINHACO SALGADO KG,UN,10.51,195.0,1,2049.45
59098,2024-05-22,7893000482401,2071400,FILE PEITO SOP FGO CONG BDJ 1KG SAD 500085,UN,26.0,1.0,1,26.0
59105,2024-05-25,7898302287815,2062990,MOCOTO KG,KG,12.17,626.0,1,7618.42
59186,2024-06-18,7894904197712,2071400,SOBRECOXA SEARA IQF 1KG,UN,10.88,48.0,43,522.24
59209,2024-06-27,7893000005945,2071400,FILE DE PEITO SADIA 1KG,KG,26.99,8.0,1,215.92
59211,2024-06-28,7893000482401,2071400,FILE PTO SADIA BDJ 1KG,UN,29.69,1.0,1,29.69
59247,2024-07-10,7893000005945,2071400,FILE DE PEITO FGO CONG SOPC SF IQF SD,UN,23.0,1.0,1,23.0
59259,2024-07-14,7898932426042,2102000,FLOCAO MARATA 500G,UN,1.79,2.0,1,3.58
59285,2024-07-23,7893000005945,2071400,FILE PEITO FGO SADIA,UN,22.5,1.0,1,22.5
59315,2024-08-01,7894904015108,2071400,FILE DE PEITO SEARA BDJ 1KG,UN,23.49,1.0,1,23.49
59361,2024-08-18,7898302290525,2013000,ALCATRA KG,KG,35.99,5808.0,5,209029.92
59400,2024-09-02,7893000005945,2071421,FILE DE PEITO FGO CONG SOPC IQF,PT,25.94,1.0,1,25.94
59476,2024-09-23,7893000482401,2071100,FILE PEITO SOP FGO CONG BDJ 1KG SADIA,Un,25.0,3.0,1,75.0
59492,2024-09-27,7894904015849,2071422,FILEZINHO PEITO CONG BANDEJA SEARA 1KG,UN,24.5,3.0,3,73.5
59518,2024-10-06,7899567245299,2062200,FIGADO BOVINO PORCIONADO,KG,15.0,1342.0,1,20130.0
59525,2024-10-09,7893000526044,2101200,BACON SADIA,KG,32.95,0.41,2,13.509500000000001
59574,2024-10-26,7894904015849,2071411,FILEZINHO PEITO FGO SEARA BD 1KG,UN,21.29,14.0,7,298.06
59575,2024-10-27,7891164018214,2071419,FILE PEITO FGO AURORA BDJ 1821 1KG,UN,19.4,12.0,1,232.79999999999998
59625,2024-11-10,7893000482401,2071300,FILE DE PEITO CONG SADIA 1 KG,UN,26.99,1.0,1,26.99
59639,2024-11-14,7898302291256,2062990,PULMAO BOVINO BOFE SALG,KG,22.0,2.0,2,44.0
59642,2024-11-14,7891164018214,2071422,FILE PEITO AURORA BD 1KG PROM,UN,20.98,22.0,19,461.56
59667,2024-11-20,7898223661015,2071210,COXINHAS ASA TEMP AVIGRO 1,UN,17.99,8.0,8,143.92
59676,2024-11-23,7894904015108,2071300,FILE DE PEITO FRANGO SEARA BDJ,UN,23.99,11.0,9,263.89
59715,2024-12-05,7898040082451,2071100,FILE DE PEITO SUPER FRANGO 1KG,UNID,24.49,2.0,2,48.98
59722,2024-12-08,7894904015108,2071422,FILE DE PEITO SEARA 1KG BANDEJA,UN,26.45,2.0,2,52.9
59744,2024-12-16,7894904015108,2071422,FILE PEITO FGO CONG SEARA BDJ 1KG,UN,22.99,2.0,2,45.98
59809,2024-05-09,7894904015108,2071400,FILE PEITO FGO SEARA BDJ 1KG,KG,23.99,4.0,4,95.96
59852,2024-05-24,7893000005945,2071400,SADIA FILE DE PEITO,UN,24.99,1.0,1,24.99
59861,2024-05-27,7898040082451,2071400,FILE PEITO FGO SUPER FGO BDJ 1KG,UN,19.99,17.0,14,339.83
59886,2024-06-03,7898136973953,2071400,PEITO FGO CONG MAURICEA INDIV KG KG,KG,14.69,795.0,1,11678.55
59899,2024-06-08,7894904279791,2032900,BISTECA SUINA,UN,18.98,5.0,2,94.9
59922,2024-06-13,7894904013180,2071400,SOBRECOXA FDO SEARA,BDJ9,12.9,11.0,9,141.9
59926,2024-06-14,7898136973793,2071100,FRANGO CONGELADO MAURICEIA,KG,12.0,2.8,1,33.599999999999994
59944,2024-06-17,7898136973793,2071210,FRANGO INTEIRO CONGELADO PC,KG,42.1,1.0,1,42.1
59950,2024-06-19,7898302292130,2013000,CARNE DE 2,KG,21.49,3434.0,6,73796.65999999999
59954,2024-06-20,7894904769889,2071400,FGO PADARIA SEARA,PCT9,12.55,5.0,4,62.75
59965,2024-06-24,7894904015108,2071400,FILE PEITO FRANGO SEARA BD 1KG,UND1,24.25,2.0,2,48.5
59990,2024-07-03,7894904015108,2071400,FILE DE PEITO BANDEJ,Un,24.7,1.0,1,24.7
60083,2024-08-01,7898297060011,2071210,FRANGO GUJ O CONGELADO,UND,11.0,3.0,2,33.0
60125,2024-08-14,7893000482401,2071411,FILE DE PEITO CONG S,UN,24.99,3.0,3,74.97
60171,2024-08-29,7898040082451,2071439,FILE FG SUP FG 1KG UN,UN,19.09,6.0,1,114.53999999999999
60177,2024-08-30,7894904013180,2071412,SOBCOXA SEARA BJ 1KG,Un,12.9,43.0,37,554.7
60202,2024-09-06,7898297062107,2071100,CARCACA DE FRANGO GUJAO KG,KG,3.51,1851.0,1,6497.009999999999
60212,2024-09-09,7893000482401,2071422,FILE PEITO FRANGO SADIA BANDEJA 1KG 12,UN,26.79,4.0,3,107.16
60214,2024-09-11,7891164018214,2071422,CORTES CONG DE FRANGO FILE DE PEITO AURORA B,Uni,26.5,2.0,2,53.0
60217,2024-09-11,7893000482401,2071210,FILE FR SADIA1KG,UN,27.0,1.0,1,27.0
60223,2024-09-12,7894904013180,2071412,SOBCOXA SEARA BJ 1KG,Un,12.9,26.0,19,335.40000000000003
60320,2024-10-12,7898302290303,2013000,CARNE CONTRA FILE,KG,37.98,2.3,3,87.35399999999998
60327,2024-10-15,7894904015849,2071422,FILE PEITO BDJ 1KG,UN,26.89,5.0,5,134.45
60388,2024-11-02,7894904015849,2071422,FILEZINH PEITO SEA B,UN,22.8,59.0,59,1345.2
60414,2024-11-08,7893000482401,2071411,FILE DE PEITO SADIA,UN,35.89,3.0,2,107.67
60442,2024-11-16,7894904015108,2071300,FILE DE PEITO SEARA BANDEIJA C 1 KG,UN,22.99,4.0,4,91.96
60457,2024-11-21,7898297060622,2076000,COXA E SOBRECOXA DE FRANGO KG,UN,14.59,2506.0,2,36562.54
60458,2024-11-22,7898223660834,2071422,PEITO CONGELADO ENVELOPADO KG,KG,15.99,1138.0,1,18196.62
60471,2024-11-28,7891164018214,2071422,FILE PEITO AURORA BD 1KG PROM,UN,20.98,2.0,2,41.96
60483,2024-12-03,7894904015108,2071422,FILE PEITO SEARA 1KG,PC,19.9,1089.0,627,21671.1
60498,2024-12-06,7898040082451,2072400,FILE D PEITO SUPER FRANGO 1KG,UN,21.99,7.0,7,153.92999999999998
60509,2024-12-10,7893000005945,2071422,FILE PEITO ZIP SADIA,PCT9,24.9,3.0,1,74.69999999999999
60513,2024-12-12,7891527962253,2071100,COXINHA DA ASA COPACOL 1 KG,UN,19.44,1.0,1,19.44
60571,2024-12-27,7893000526044,2101200,BACON KG,KG,40.0,3.13,22,125.19999999999999
60600,2024-05-04,7899567227882,2062200,FIGADO BOVINO KG,KG,8.99,612.0,1,5501.88
60696,2024-06-02,7898302292529,2023000,BANANINHA NELORE PREMIUM,KG,62.91,1.6677,5,104.91500699999999
60701,2024-06-03,7893000005945,2071400,FILE DE PEITO SADIA SAQUINH 1K,UN,30.1,1.0,1,30.1
60736,2024-06-12,7894904015108,2071400,FILE DE PEITO SEARA BD 1KG,UN0001,21.14,15.0,11,317.1
60760,2024-06-20,7898302295933,2062990,MOCOTO BOVINO,KG,12.0,4526.0,4,54312.0
60787,2024-06-28,7898924411018,2071100,FRANGO CONGELADO,KG,9.49,71.8578,2,681.930522
60818,2024-07-05,7898430862311,2062200,FIGADO BOVINO,KG,13.51,476.0,1,6430.76
60822,2024-07-05,7894904015108,2071400,FILE PEITO SEARA 1 KG,UN,31.99,1.0,1,31.99
60844,2024-07-13,7895099590777,2101900,ESPINHACO SALGADO KG,KG,13.9,364.0,2,5059.6
60852,2024-07-15,7898297060202,2071400,COXINHA DA ASA CONGELADA EM BANDEJA VAL DESC 6 71,UND,18.99,1.0,1,18.99
60860,2024-07-17,7898223661015,2071400,COXINHAS DAS ASAS TE,UN,15.95,1.0,1,15.95
60872,2024-07-20,7893000526044,2101200,BACON DEFUNADO SADIA,KG,31.99,734.0,2,23480.66
60889,2024-07-25,7894904797905,2071210,FRANGO INTEIRO SEARA,KG,11.5,15503.0,4,178284.5
60918,2024-08-02,7898040082451,2072400,FILE DE PEITO SUPER FRANGO,UN,19.99,15.0,13,299.84999999999997
60950,2024-08-10,7894904013180,2071300,SOBRECOXA SEARA BDJ 1KG,UN0001,13.89,1.0,1,13.89
60973,2024-08-18,7898251410012,2071210,FRANGO INTEIR CONGELAD FRANGO DE OURO KG,KG,6.9,123.8,36,854.22
60989,2024-08-22,7894904013180,2071412,SOBRECOXA FDO SEARA,BDJ9,12.9,17.0,12,219.3
61014,2024-09-01,7894904013180,2071419,SOBRECOXA BDJ SEARA 1KG,CX,14.99,2.0,2,29.98
61029,2024-09-07,7894904197712,2071419,SOBRECOXA FGO SEARA IQF 1KG,UN,15.99,7.0,7,111.93
61055,2024-09-16,7898044486026,2102000,JABA,UN,44.0,0.61,2,26.84
61065,2024-09-20,7898297061346,2071413,ASA DE FRANGO KG,KG,14.5,2035.0,1,29507.5
61069,2024-09-21,7894904013180,2071419,SOBRECOXA SEARA BDJ 1KG,UN,11.98,1.0,1,11.98
61078,2024-09-25,7898937117037,2071210,FRANGO CONGELADO AVIVIP,KG,6.92,640.0,12,4428.8
61104,2024-10-03,7894904013180,2071300,SOBRECOXA CG BDJ SEARA 1KG,UN,14.99,2.0,2,29.98
61108,2024-10-05,7891515767600,2031900,BACON KG,KG,31.98,2.1312,12,68.155776
61133,2024-10-11,7893000437104,2071432,MOELA FG SADIA 1KG UN,UN,8.92,3.0,1,26.759999999999998
61160,2024-10-20,7896581354150,2071423,COXA FRANGO PIF PAF,UN,13.99,1.0,1,13.99
61164,2024-10-21,7894904197712,2071419,SOBRECOXA IQF ALM SE 197718,UN,13.9,125.0,4,1737.5
61170,2024-10-23,7894904197712,2071419,SOBRECOXA IQF ALM SE 197718,UN,13.9,50.0,1,695.0
61224,2024-11-03,7891515767600,2101200,BACON PERDIGAO,KG1,34.98,0.63,1,22.037399999999998
61251,2024-11-11,7894904015849,2071422,FILEZINHO DE PEITO S,UN,23.27,1.0,1,23.27
61252,2024-11-12,7891164018214,2071422,PEITO AURORA 1KG,Un,22.5,11.0,10,247.5
61294,2024-11-26,7891515767600,2101200,BACON BRF KG,KG,34.83,116.0,1,4040.2799999999997
61318,2024-12-04,7894904015108,2071411,FILE PEIT SEARA BD K,UN,22.31,4.0,4,89.24
61323,2024-12-05,7898302290945,2062990,CARNE BOVINA CONGELADA FRIBOI RINS KG,KG,9.0,816.0,1,7344.0
61325,2024-12-05,7898136973953,2071411,PEITO FRANGO CONG INDIVIDUAL,KG,17.66,704.0,1,12432.64
61328,2024-12-05,7898297060011,2071210,FRANGO CONG GUJAO 1KG,UN,11.21,306.0,1,3430.26
61340,2024-12-09,7893000482401,2071210,FILE DE PEITO BDJ 1K,KG,25.99,1.0,1,25.99
61344,2024-12-10,7894904013180,2071419,SOBRECOXA SEARA BANDEJA,UN,14.5,2.0,1,29.0
61357,2024-12-17,7898297061971,2071210,FRANGO GUJAO FRESQ RESF IN NATURA KG 1XKG,KG,10.49,2.26,1,23.7074
61364,2024-12-18,7894904013180,2071412,SOBRECOXA SEARA CONG BDJ 1KG 1X1KG,UN,13.99,21.0,15,293.79
61384,2024-12-23,7893000482401,2071422,FILE DE PEITO BDJ SADIA 1KG,UN,21.99,64.0,52,1407.36
61386,2024-12-23,7898297061971,2071100,FRANGO FRESQUINHO RESFRIADO C,KG,11.63,5155.0,2,59952.65
61404,2024-12-30,7898223661015,2071300,COXINHAS DAS ASAS TEMP AVIGRO SC 1 KG,UN,22.99,2.0,2,45.98
61410,2024-05-03,7894904015108,2071400,FILE DE PEITO SEARA BD 1KG,UN,22.9,19.0,14,435.09999999999997
61437,2024-05-11,7894904013180,2071400,SOBRECOXA FDO SEARA,BDJ9,10.9,90.0,52,981.0
61473,2024-05-21,7894904015108,2071400,CORTE FRANGO SEARA FILE PEITO BDJ 1K,UND,24.69,4.0,4,98.76
61476,2024-05-22,7891164018214,2071400,FILE DE PEITO 1KG AURORA,UN,21.99,1.0,1,21.99
61484,2024-05-24,7894904015108,2071400,FILE DE PEITO MRT FRANGO SEARA 1KG,UN,24.0,1.0,1,24.0
61554,2024-06-11,7898302290037,2013000,CARNE BOV RESFRIADA P ENSOPADO,KG,25.94,4.24,1,109.9856
61565,2024-06-14,7898302291393,2012090,CARNE BOV COSTELA KG,KG,14.99,1.66,1,24.883399999999998
61582,2024-06-19,7891515767600,2101200,BACON PERDIGAO 1KG,KG,29.31,188.0,1,5510.28
61614,2024-06-28,7898542029916,2102000,RF JERKED FRIBOI,UND8,149.9,1.0,1,149.9
61617,2024-06-29,7893000482401,2071400,FILE DE PEITO SADIA BANDEJA 1KG,UN,28.29,1.0,1,28.29
61620,2024-07-01,7898136970358,2071400,COXA DE FRANGO CONG MAURICEA BDJ 1KG,UN,11.99,6.0,6,71.94
