Unnamed: 0,data,gtin,ncm,des_item_norm,unidade,valor_unit_liq,qtd_geral_item,qtd_reg_consolid,volume_financeiro
287123,2024-08-26,7893000394209,15171000,MARGARINA CREMOSA QUALY C SAL 500G,UN,9.4,3.0,3,28.200000000000003
287124,2024-08-26,7893000979932,15171000,MARGARINA DELINE SADIA 250G,UN,3.25,1.0,1,3.25
287125,2024-08-27,7893000394209,15171000,MARG QUALY C S,UND9,9.55,30.0,25,286.5
287128,2024-08-28,7893000394209,15171000,MARG QUALY C S 500G,UN,10.98,4.0,4,43.92
287135,2024-08-31,7893000394209,15171000,MARGARINA QUALY CSAL 500GR,UN1,7.99,4.0,4,31.96
287136,2024-08-31,7891107101621,15079011,OLEO DE SOJA SOYA PET 900ML,un,7.99,1.0,1,7.99
287138,2024-09-02,7893000980006,15171000,MARGARINA DELINE 500G,Un,5.98,37.0,37,221.26000000000002
287139,2024-09-03,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UNID,7.49,1.0,1,7.49
287168,2024-09-17,7893000980006,15171000,MARGARINA DELINE C SAL 500G,UN0001,7.29,3.0,3,21.87
287170,2024-09-17,7893000979932,15171000,MARGARINA DELINE C SAL 250G,UNID,2.99,1.0,1,2.99
287177,2024-09-22,7896036090244,15079011,OLEO SOJA LIZA PET 900ML,UN0001,6.99,5.0,5,34.95
287178,2024-09-23,7893000979932,15171000,MARG SADIA DELINE CSAL 250G,UN,2.59,30.0,19,77.69999999999999
287186,2024-09-28,7893000394209,15171000,MARGARINA QUALY CREMOSA C SAL,UN,8.99,1.0,1,8.99
287187,2024-09-29,7893000394209,15171000,MARGARINA QUALY CREM,UN,10.89,3.0,3,32.67
287201,2024-10-07,7893000980006,15171000,MARGARINA DELINE 500G,UN,6.49,1.0,1,6.49
287202,2024-10-08,7893000979932,15171000,MARGARINA POTE 250G DELINE,UN,3.24,1.0,1,3.24
287214,2024-10-17,7893000980006,15171000,MARGARINA DELINE 500GR,UN,5.39,4.0,1,21.56
287215,2024-10-17,7893000980006,15171000,MARGAR DELINE C SAL 500G,UN,6.29,4.0,4,25.16
287218,2024-10-18,7896036090244,15079011,OLEO SOJA LIZA PET 9,UNID,6.99,1.0,1,6.99
287220,2024-10-19,7893000980006,15171000,MARGARINA DELINE 500,UN,6.19,5.0,5,30.950000000000003
287221,2024-10-19,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,8.99,7.0,7,62.93
287224,2024-10-22,7893000979932,15171000,MARG DELINE 250G UN,Un,2.89,10.0,10,28.900000000000002
287225,2024-10-22,7893000979932,15179090,MARGARINA DELINE 250G,UNID,3.12,3.0,3,9.36
287229,2024-10-25,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,7.71,3.0,1,23.13
287248,2024-11-04,7893000979932,15171000,MARG DELINE C S,UND9,3.09,56.0,46,173.04
287253,2024-11-05,7893000980006,15171000,MARG DELINE CR C SAL 500G,UN,6.78,1.0,1,6.78
287254,2024-11-05,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,uN,9.87,1.0,1,9.87
287256,2024-11-06,7893000394209,15171000,MARGARINA QUALY CREMOSA COM SAL 500G,UN,8.99,3.0,3,26.97
287260,2024-11-09,7893000394209,15171000,MARGARINA QUALY 500G,un,8.99,3.0,3,26.97
287263,2024-11-10,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN,7.89,11.0,11,86.78999999999999
287264,2024-11-10,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,9.99,8.0,7,79.92
287266,2024-11-11,7893000979932,15171000,MARGARINA DELINE 250G UNIDADE,UN,2.98,33.0,23,98.34
287267,2024-11-11,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN0001,10.83,1.0,1,10.83
287272,2024-11-15,7893000394209,15171000,MARGARINA QUALY 500G,KG,8.99,1.0,1,8.99
287274,2024-11-16,7893000979932,15171000,MARGARINA DELINE CREMOSA SADIA 250G,UN,2.87,8.0,1,22.96
287280,2024-11-25,7893000394209,15171000,MARGARINA VEG CREM CSAL QUALY 500G,CX,7.16,2.0,2,14.32
287283,2024-11-26,7893000979932,15171000,MARGARINA DELINE 250G,UN,3.35,1.0,1,3.35
287284,2024-11-26,7891107101621,15079019,OLEO DE SOJA SOYA GARRAFA 900ML,UN,9.99,3.0,3,29.97
287287,2024-11-28,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN,8.99,6.0,6,53.94
287293,2024-12-03,7893000980006,15171000,MARGARINA DELINE 500G,UN,5.49,12.0,12,65.88
287294,2024-12-03,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,10.99,7.0,6,76.93
287296,2024-12-05,7891107101621,15079011,OLEO SOYA 900ML UND,UN,10.99,1.0,1,10.99
287305,2024-12-09,7893000394209,15171000,MARGARINA CREMOSA QUALY C SAL 500G,UN,9.99,7.0,7,69.93
287308,2024-12-09,7893000394209,15171000,MARG QUALY CS 500G,Un,11.99,4.0,4,47.96
287313,2024-12-11,7896036090244,15079011,OLEO SOJA LIZA GF 900ML,UN,8.69,61.0,42,530.0899999999999
287314,2024-12-11,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,10.49,1.0,1,10.49
287315,2024-12-11,7896036090244,15079011,OLEO DE SOJA LIZA 900ML,UN,9.99,1.0,1,9.99
287316,2024-12-12,7893000980006,15171000,MARGARINA DELINE COM SAL 500G,UN,7.7,1.0,1,7.7
287317,2024-12-12,7893000980006,15171000,MARGARINA DELINE CREMOSA C SAL 500G,UN,6.49,20.0,20,129.8
287318,2024-12-13,7893000394209,15171000,MARG QUALY QMIX C SAL 500G,UN0001,9.99,7.0,7,69.93
287320,2024-12-14,7891107101621,15079011,OLEO SOJA SOYA PET 900ML 1X900,UNID,10.89,1.0,1,10.89
287323,2024-12-15,7893000979932,15171000,MARGARINA DELINE 250G UNIDADE,UN,2.94,7.0,2,20.58
287328,2024-12-17,7893000979932,15171000,MARGARINA DELINE 250GR PROM,UN,2.51,187.0,107,469.36999999999995
287340,2024-12-24,7893000979932,15171000,MARG DELINE 250G,UN,1.3,1.0,1,1.3
287355,2024-12-30,7896036090244,15079011,OLEO LIZA SOJA 900ML,UN0001,9.79,39.0,39,381.80999999999995
287364,2024-05-08,7893000979932,15171000,MARG DELINE 250G,UND,2.78,3.0,3,8.34
287369,2024-05-10,7896036090244,15079011,OLEO SOJA LIZA 900ML 1X900ML,UN,5.97,1.0,1,5.97
287371,2024-05-11,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,5.99,1.0,1,5.99
287374,2024-05-14,7896036090244,15079011,OLEO SOJA LIZA PET 900ML,UN,5.92,1.0,1,5.92
287377,2024-05-17,7893000980006,15171000,MARG DELINE CREMOSA C SAL 500G,UN,7.99,7.0,7,55.93
287379,2024-05-18,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,6.29,36.0,15,226.44
287382,2024-05-24,7893000980006,15171000,MARG DELINE SADIA 500G,UN,6.99,1.0,1,6.99
287387,2024-05-27,7893000980006,15171000,MARGARINA DELINE C SAL 500G,UN,5.99,1.0,1,5.99
287388,2024-05-28,7893000394209,15171000,MARG QUALY C S 500G,UN,9.79,1.0,1,9.79
287399,2024-06-03,7893000980006,15171000,MARG DELINE C S 500G,UN,6.99,2.0,2,13.98
287405,2024-06-09,7893000979932,15171000,MARGARINA DELINE 250G,un,3.39,5.0,5,16.95
287419,2024-06-21,7891107101621,15079011,OLEO SOJA SOYA 900ML,UN,11.9,10.0,4,119.0
287431,2024-06-27,7891107101621,15079011,OLEO DE SOJA SOYA PET 900ML,UN0001,6.89,22.0,22,151.57999999999998
287432,2024-06-29,7893000980006,15171000,MARGARINA DELINE C SAL 500G,UN,6.5,1.0,1,6.5
287436,2024-07-01,7896036090244,15079011,OLEO PET LIZA 900ML,UN,6.85,2.0,2,13.7
287437,2024-07-02,7891107101621,15079011,OLEO DE SOJA SOYA PET 900ML,UN0001,6.89,58.0,44,399.62
287439,2024-07-02,7893000979932,15171000,MARGARINA DELINE 250,UN,3.19,3.0,3,9.57
287440,2024-07-02,7893000979932,15171000,MARG DELINE 250G C SAL,UN,3.49,1.0,1,3.49
287444,2024-07-04,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UND1,6.69,16.0,7,107.04
287445,2024-07-05,7893000394209,15171000,MARGARINA CSAL QUALY 500G,UND1,9.69,2.0,2,19.38
287449,2024-07-08,7891107101621,15079011,OLEO SOJA SOYA PET 900ML PROM,UN,6.08,190.0,158,1155.2
287452,2024-07-10,7893000980006,15171000,MARGARINA DELINE 500G,UN,5.99,5.0,5,29.950000000000003
287455,2024-07-13,7891107101621,15079011,OLEO SOJA SOYA 900ML,UN,7.05,1.0,1,7.05
287463,2024-07-16,7893000979932,15171000,MARGARINA DELINE 250 GR,CX,3.99,2.0,2,7.98
287464,2024-07-17,7893000979932,15171000,MARG DELINE SAD 250G,UN,4.75,4.0,4,19.0
287465,2024-07-17,7893000979932,15171000,DELINE COM SAL 250G,UN,2.99,6.0,6,17.94
287466,2024-07-17,7891107101621,15079011,OLEO SOYA 900ML,UN,6.98,2.0,2,13.96
287469,2024-07-18,7893000979932,15171000,MARGARINA DELINE SADIA 250G,UN,3.25,1.0,1,3.25
287472,2024-07-19,7891107101621,15079011,OLEO SOJA SOYA 900ML,UN,6.7,16.0,16,107.2
287475,2024-07-20,7893000394209,15171000,MARGARINA QUALY 500G,UN,9.99,1.0,1,9.99
287483,2024-07-25,7896036090244,15079011,OLEO SOJA LIZA PET 900ML,UN,6.25,1.0,1,6.25
287488,2024-07-27,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN,7.99,2.0,2,15.98
287490,2024-07-28,7893000980006,15171000,MARGARINA DELINE COM SAL 500G,UND,6.39,1.0,1,6.39
287492,2024-07-28,7891107101621,15079011,OLEO SOJA SOYA PET 900ML 20 X 900ML,UN,6.25,19.0,11,118.75
287507,2024-08-02,7893000394209,15171000,MARGARINA QUALY C SAL 500G,UN,8.96,1.0,1,8.96
287513,2024-08-06,7893000394209,15171000,MARG QUALY 500GR 80 LIP,UN,10.99,1.0,1,10.99
287518,2024-08-08,7891107101621,15079011,OLEO SOJA SOYA PET,UN,7.49,5.0,3,37.45
287524,2024-08-11,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,7.89,1.0,1,7.89
287525,2024-08-11,7893000980006,15171000,MARGARINA DELINE 500,UN,6.49,6.0,6,38.94
287530,2024-08-15,7896036090244,15079011,OLEO DE SOJA LIZA PET 900ML,UN,9.5,2.0,2,19.0
287531,2024-08-15,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN,6.79,33.0,19,224.07
287533,2024-08-17,7891107101621,15079011,OLEO SOJA 900ML PET SOYA,UN,7.29,67.0,67,488.43
287544,2024-08-23,7893000979932,15171000,MARG DELINE C SAL 250G,UN,3.39,5.0,5,16.95
287545,2024-08-23,7893000394209,15171000,MARGARINA VEG CREM C SAL QUALY 500G,UN,8.53,1.0,1,8.53
287550,2024-08-26,7893000394209,15171000,MARG QUALY 500G,UN,9.45,7.0,7,66.14999999999999
287553,2024-08-28,7893000394209,15171000,MARG QUALY C SAL 500G,UN,9.89,10.0,10,98.9
287554,2024-08-29,7891107101621,15079011,OLEO SOYA 900ML,UN,8.25,1.0,1,8.25
287556,2024-08-30,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,7.35,25.0,22,183.75
287561,2024-09-02,7893000979932,15171000,MARG DELINE C S 250G,UN,2.99,21.0,21,62.790000000000006
287565,2024-09-04,7893000980006,15171000,MARGARINA DELINE 500G,UN,5.89,4.0,4,23.56
287567,2024-09-04,7893000980006,15171000,MARG DELINE C S,PTE9,5.99,27.0,21,161.73000000000002
287568,2024-09-05,7891107101621,15079011,OLEO DE SOJA SOYA PET 900ML,UN,7.2,3.0,2,21.6
287574,2024-09-06,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN,5.99,28.0,15,167.72
287582,2024-09-08,7893000979932,15171000,MARGARINA DELINE 250GR PROM,UN,2.59,88.0,67,227.92
287583,2024-09-08,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,7.49,2.0,1,14.98
287588,2024-09-12,7893000394209,15171000,MARGARINA QUALY CREMOSA C SAL 500G,UN,9.49,1.0,1,9.49
287598,2024-09-19,7893000394209,15171000,MARG QUALY C SAL 500,UN,10.59,1.0,1,10.59
287601,2024-09-22,7893000394209,15171000,MARG QUALY 500G PO,UN,10.8,20.0,17,216.0
287603,2024-09-22,7893000979932,15171000,MARGARINA C SAL DELINE 250 GR,UN,3.19,1.0,1,3.19
287611,2024-09-27,7893000980006,15171000,MARGARINA DELINE CSAL 500G,UND,6.29,2.0,2,12.58
287618,2024-10-02,7896036090244,15079011,OLEO LIZA SOJA 900ML,UN,6.49,19.0,13,123.31
287629,2024-10-08,7893000394209,15171000,MARGARINA QUALY 500G,UN,8.9,1.0,1,8.9
287637,2024-10-11,7896036090244,15162000,OLEO LIZA DE SOJA,UN,7.95,2.0,2,15.9
287645,2024-10-17,7893000980006,15171000,MARG DELINE 500G 0006,UN,6.35,1.0,1,6.35
287647,2024-10-18,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN,8.69,1.0,1,8.69
287650,2024-10-19,7896036090244,15079011,OLEO SOJA LIZA 900ML PET,UN,7.8,1.0,1,7.8
287662,2024-10-25,7893000979932,15171000,MARGARINA DELINE 250GR PROM,UN,2.47,207.0,151,511.29
287666,2024-10-30,7896036090244,15079011,OLEO SOJA LIZA PET 900ML,Uni,7.99,3.0,3,23.97
287670,2024-11-01,7893000394209,15171000,MARGARINA CREMOSA COM SAL QUALY POTE 500G,UN,11.99,1.0,1,11.99
287672,2024-11-02,7891107101621,15079011,OLEO DE SOJA 900ML SOYA,UN,9.5,3.0,1,28.5
287673,2024-11-02,7891107101621,15079011,OLEO SOYA SOJA 900ML,UN,9.89,2.0,2,19.78
287674,2024-11-04,7893000394209,15171000,MARGARINA QUALY 500G,UN,8.99,7.0,7,62.93
287676,2024-11-04,7893000980006,15171000,MARGARINA DELINE 500G,Outra,5.85,3.0,3,17.549999999999997
287679,2024-11-05,7893000394209,15171000,MARG QUALY C S,UND9,9.19,11.0,2,101.08999999999999
287685,2024-11-09,7893000979932,15171000,MARGARINA DELINE 250G C SAL,UN,3.49,2.0,2,6.98
287691,2024-11-13,7896036090244,15079011,OLEO DE SOJA LIZA 900ML,UND,10.9,1.0,1,10.9
287697,2024-11-15,7891107101621,15179010,OLEO DE SOJA SOYA 900ML,UN,9.99,3.0,3,29.97
287701,2024-11-17,7893000979932,15171000,MARG DELINE 250G,UN,2.85,2.0,2,5.7
287702,2024-11-19,7891107101621,15079011,OLEO SOJA REFIN SOYA PET 900ML,UN,8.99,17.0,10,152.83
287711,2024-11-25,7896036090244,15079011,OLEO SOJA LIZA 900ML,UNID,9.99,18.0,17,179.82
287718,2024-11-29,7893000979932,15171000,MARGARINA DELINE 250G,UN,3.29,1.0,1,3.29
287721,2024-11-29,7893000980006,15171000,MARG DELINE C S 500G,UN,6.59,9.0,7,59.31
287723,2024-11-29,7893000979932,15171000,MARG DELINE 250GR,UN,4.35,1.0,1,4.35
287726,2024-12-01,7893000394209,15171000,MARGARINA QUALY C SAL 500G,UN,11.99,3.0,3,35.97
287728,2024-12-02,7893000979932,15171000,MARG SADIA DELINE CSAL 250G,UN,2.95,39.0,31,115.05000000000001
287741,2024-12-07,7896036090244,15079011,OLEO DE SOJA LIZA 900ML,UN0001,8.98,4.0,1,35.92
287753,2024-12-12,7893000979932,15171000,MARG DELINE C SAL 250G,UN,3.39,6.0,6,20.34
287767,2024-12-18,7893000980006,15171000,MARGARINA DELINE COM SAL 500G,UN,6.79,1.0,1,6.79
287777,2024-12-20,7896036090244,15079011,OLEO SOJA LIZA PET,Uni,10.49,4.0,4,41.96
287780,2024-12-22,7893000979932,15171000,MARGARINA DELINE COM SAL 250GR,UN,3.39,1.0,1,3.39
287785,2024-12-26,7891107101621,15094000,OLEO SOJA SOYA PET,UN,11.2,12.0,12,134.39999999999998
287786,2024-12-27,7893000979932,15171000,MARGARINA DELINE 250G,UN0001,2.75,8.0,8,22.0
287789,2024-12-30,7893000394209,15171000,MARGARINA QUALY CREMOSA COM SAL 500G,UN,9.25,2.0,2,18.5
287791,2024-12-30,7893000979932,15171000,MARGARINA DELINE C SAL 250G,UN,2.59,4.0,4,10.36
287798,2024-05-05,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,5.69,1.0,1,5.69
287800,2024-05-06,7893000980006,15171000,MARG DELINE C SAL 500G UN,Un,7.45,8.0,7,59.6
287801,2024-05-07,7893000979932,15171000,MARGARINA DELINE COM SAL 250G,UND1,2.79,5.0,3,13.95
287805,2024-05-10,7893000979932,15171000,MARGARINACLAUBOM DELINE 250G,UN,4.0,1.0,1,4.0
287807,2024-05-11,7893000979932,15171000,MARG DELINE 250G,UN,3.75,3.0,3,11.25
287810,2024-05-11,7893000979932,15171000,MARG DELINE C S 250G,Pt,1.75,24.0,1,42.0
287813,2024-05-12,7893000394209,15171000,MARG QUALY 500G C S,Pt,8.85,7.0,3,61.949999999999996
287817,2024-05-13,7896036090244,15079011,OLEO SOJA LIZA PET 900ML,UN,5.99,7.0,7,41.93
287822,2024-05-15,7896036090244,15079011,OLEO SOJA LIZA 900ML,UN,5.99,6.0,6,35.94
287829,2024-05-22,7891107101621,15079011,OLEO SOJA SOYA PET 900 ML,UN,7.5,2.0,1,15.0
287836,2024-05-29,7891107101621,15121911,OLEO DE SOJA SOYA 900ML,UN,7.48,3.0,3,22.44
287842,2024-06-01,7893000394209,15171000,MARGARINA QUALY 500GR SADIA MQUS XXX,UN,9.49,2.0,2,18.98
287845,2024-06-01,7893000979932,15171000,MARG DELINE C SAL 250G,UN,3.99,32.0,27,127.68
287847,2024-06-02,7893000394209,15171000,MARGARINA QUALY COM,UNID,11.48,14.0,11,160.72
287849,2024-06-03,7893000979932,15171000,MARGARINA DELINE 250G,Un,3.2,3.0,3,9.600000000000001
287852,2024-06-05,7896036090244,15079011,OLEO DE SOJA LIZA 900ML,UN,7.99,1.0,1,7.99
287855,2024-06-06,7891107101621,15079011,OLEO SOJA SOYA 900ML,UN,6.99,11.0,10,76.89
287860,2024-06-08,7893000980006,15171000,MARGARINA DELINE COM SAL 500G,UN,7.95,7.0,7,55.65
287862,2024-06-08,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,6.99,43.0,41,300.57
287865,2024-06-10,7893000979932,15171000,MARG C SAL DELINE 250G 1X250G,UN,3.05,31.0,7,94.55
287867,2024-06-11,7893000980006,15171000,MARGARINA C SAL DELINE 500G,UN,4.79,35.0,29,167.65
287870,2024-06-15,7891107101621,15079011,OLEO DE SOJA SOYA 90,UNID,8.99,6.0,6,53.94
287871,2024-06-16,7893000979932,15171000,MARG DELINE C SAL 250G,Un,3.99,21.0,21,83.79
287873,2024-06-19,7896036090244,15079011,OLEO DE SOJA LIZA 900ML,UN,8.99,1.0,1,8.99
287877,2024-06-21,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,7.79,6.0,6,46.74
287881,2024-06-26,7893000394209,15171000,MARGARINA QUALY CREMOSA C SAL 500GR,UN,9.25,1.0,1,9.25
287882,2024-06-26,7891107101621,15079011,OLEO SOJA SOYA 900ML,un,7.7,1.0,1,7.7
287883,2024-06-26,7893000980006,15171000,MARGARINA DELINE 500G,UN0001,6.29,4.0,4,25.16
287891,2024-07-01,7896036090244,15079011,OLEO DE SOJA LIZA 900ML,UN1,7.79,2.0,2,15.58
287892,2024-07-01,7891107101621,15079011,OLEO DE SOJA SOYA GARRAFA 900ML,UNI,7.99,1.0,1,7.99
287893,2024-07-01,7893000980006,15171000,MARGARINA DELINE C SAL 500G,UN,7.49,2.0,2,14.98
287899,2024-07-05,7893000979932,15171000,MARGARINA DELINE 250GR PROM,UN,3.08,56.0,27,172.48000000000002
287914,2024-07-16,7893000394209,15171000,MARGARINA QUALY C SAL 500G,UN,9.49,2.0,2,18.98
287917,2024-07-18,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UND1,6.9,7.0,7,48.300000000000004
287920,2024-07-19,7893000394209,15171000,MARGARINA QUALY 500G,UN,9.5,1.0,1,9.5
287931,2024-07-27,7893000980006,15171000,MARGARINA DELINE 500G,CX,6.66,1.0,1,6.66
287935,2024-07-30,7891107101621,15079011,OLEO SOJA SOYA PET 20X900ML,CX20,103.75,1.0,1,103.75
287948,2024-08-05,7893000980006,15171000,MARGARINA DELINE C SAL 500G,UN,5.99,3.0,3,17.97
287949,2024-08-05,7891107101621,15079011,OLEO DE SOJA REF SOYA PET 900 ML,UN,7.75,2.0,1,15.5
287953,2024-08-07,7893000980006,15171000,MARGARINA DELINE 500G,UN,5.99,1.0,1,5.99
287958,2024-08-09,7893000394209,15171000,MARGARINA QUALY 500 G,UNID,8.99,1.0,1,8.99
287959,2024-08-10,7891107101621,15079011,OLEO DE SOJA 900ML,UN,7.8,3.0,3,23.4
287966,2024-08-17,7893000980006,15171000,MARGARINA DELINE 500G,UND1,6.29,11.0,11,69.19
287976,2024-08-24,7893000394209,15171000,MARGARINA QUALY 500G,un,11.59,1.0,1,11.59
287983,2024-08-28,7893000394209,15171000,MARGARINA QUALY C SAL 500GR PROM,UN,9.49,76.0,74,721.24
287987,2024-08-30,7891107101621,15079011,PR OLEO DE SOJA SOYA 900ML,UN,6.79,61.0,44,414.19
287988,2024-08-31,7891107101621,15079011,OLEO SOJA SOYA 900ML PET,C10,61.95,1.0,1,61.95
287996,2024-09-04,7893000980006,15171000,MARG DELINE 500GR,UN,4.58,6.0,5,27.48
288005,2024-09-09,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,6.86,3.0,3,20.580000000000002
288012,2024-09-14,7891107101621,15079011,OLEO SOJA SOYA 900ML 1X900ML,UN,6.98,1.0,1,6.98
288019,2024-09-18,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,6.31,1.0,1,6.31
288020,2024-09-19,7893000979932,15171000,MARGARINA DELINE 250G,UN,4.0,1.0,1,4.0
288021,2024-09-21,7896036090244,15079011,OLEO PETI LIZA 900ML,UN,6.39,13.0,13,83.07
288023,2024-09-21,7893000980006,15171000,MARGARINA DELINE COM SAL 500G,UND,6.75,4.0,4,27.0
288028,2024-09-23,7893000980006,15171000,MARGARINA C SAL DELINE 500G,UN,5.99,16.0,15,95.84
288033,2024-09-24,7893000979932,15179090,MARGARINA DELINE R C S,UN,4.5,1.0,1,4.5
288037,2024-09-27,7893000980006,15171000,MARGARINA DELINE C SAL 500G,UN,5.99,2.0,2,11.98
288043,2024-09-29,7893000979932,15179010,MARG DELINE CREM C SAL 250G,UN,3.29,1.0,1,3.29
288045,2024-10-01,7893000980006,15171000,MARGARINA DELINE C SAL 500G,UN,5.59,1.0,1,5.59
288046,2024-10-01,7891107101621,15079011,OLEO SOYA 900ML,UN,8.99,1.0,1,8.99
288049,2024-10-03,7896036090244,15162000,OLEO DE SOJA LIZA 900ML,UN,7.24,2.0,1,14.48
288052,2024-10-05,7891107101621,15079011,OLEO SOYA DE SOJA 900ML,UN,6.53,1.0,1,6.53
288057,2024-10-09,7896038321056,15171000,ARROZ BRANCO TIO URBANO 1KG,UN,6.99,2.0,2,13.98
288058,2024-10-09,7893000980006,15171000,MARGARINA DELINE COM SAL 500G,CX,5.99,1.0,1,5.99
288063,2024-10-12,7893000979932,15171000,MARGARINA DELINE 250G,UND,3.2,3.0,3,9.600000000000001
288069,2024-10-18,7891107101621,15079011,OLEO SOJA SOYA PET 900ML,UN,7.99,17.0,16,135.83
288070,2024-10-18,7891107101621,15079011,OLEO DE SOJA SOYA PET 900ML,UN,9.9,4.0,4,39.6
288072,2024-10-18,7893000980006,15171000,MARGARINA CREMOSA DELINE 500G,UNID,5.62,1.0,1,5.62
288073,2024-10-18,7893000394209,15171000,MARGARINA QUALY COM SAL 500G,UN,10.39,1.0,1,10.39
288077,2024-10-22,7893000394209,15171000,MARGARINA QUALY 500G,UN,9.0,1.0,1,9.0
288080,2024-10-23,7893000979932,15171000,MARG DELINE C S 250G,UN,3.19,7.0,7,22.33
288087,2024-10-28,7891107101621,15162000,OLEO SOJA SOYA 900ML,UN,8.4,9.0,8,75.60000000000001
288089,2024-10-29,7893000979932,15171000,MARG DELINE C S,UND9,2.25,207.0,76,465.75
288093,2024-10-31,7893000979932,15171000,MARG DELINE CSAL 250G,UN,3.49,5.0,5,17.450000000000003
288111,2024-11-10,7893000979932,15171000,MARGARINA DELINE COM SAL 250G,UN,2.99,1.0,1,2.99
288113,2024-11-11,7893000394209,15179090,MARGARINA QUALY 500G,UN,7.61,85.0,2,646.85
288114,2024-11-11,7896036090244,15079011,OLEO LIZA SOJA 900ML,UN,8.49,2.0,2,16.98
288116,2024-11-13,7891107101621,15079011,OLEO DE SOJA 1000ML,UN,8.99,4.0,4,35.96
288117,2024-11-14,7893000394209,15171000,MARGARINA QUALY C SAL 500G,UN,9.35,9.0,9,84.14999999999999
288119,2024-11-16,7891107101621,15079011,OLEO SOYA 1 L,UN,9.49,17.0,17,161.33
288121,2024-11-16,7893000979932,15171000,MARGARINA DELINE CREMOSA C SAL 250G,UN,2.49,5.0,5,12.450000000000001
288124,2024-11-18,7891107101621,15079011,OLEO DE SOJA REF SOYA PET 900ML,UN,7.08,8.0,4,56.64
288138,2024-11-25,7893000394209,15171000,MARGARINA QUALY 500G,UN0001,8.42,2.0,1,16.84
288139,2024-11-25,7893000979932,15171000,MARGARINA DELINE 250G,UN,3.99,11.0,11,43.89
288142,2024-11-26,7893000980006,15179090,DELINE 500G UN,UN,6.49,3.0,3,19.47
288143,2024-11-26,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,10.25,1.0,1,10.25
288145,2024-11-28,7891107101621,15079011,OLEO SOYA 900ML,UN,9.89,1.0,1,9.89
288148,2024-12-02,7893000980006,15171000,MARGARINA DELINE 500G,UN,9.0,1.0,1,9.0
288158,2024-12-06,7893000979932,15171000,MARG DELINE C S 250G,UN,3.49,4.0,4,13.96
288163,2024-12-11,7893000980006,15171000,MARGARINA COM SAL DELINE 500G,UN,5.79,2.0,2,11.58
288165,2024-12-12,7891107101621,15079011,OLEO SOYA SOJA PET 900ML,UN,8.89,21.0,2,186.69
288166,2024-12-12,7893000979932,15171000,MARGARINA DELINE 250G,UN,2.59,23.0,12,59.56999999999999
288169,2024-12-13,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,10.49,2.0,2,20.98
288171,2024-12-15,7891107101621,15079011,OLEO SOJA SOYA PET 9,UN,9.99,38.0,32,379.62
288198,2024-05-04,7893000979932,15171000,MARGARINA DELINE 250G,Un,2.49,84.0,55,209.16000000000003
288215,2024-05-13,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,7.49,6.0,5,44.94
288216,2024-05-14,7891107101621,15079011,OLEO DE SOYA 900ML,UND,7.5,2.0,2,15.0
288220,2024-05-15,7893000980006,15171000,MARG DELINE CERMOSA,un,5.99,2.0,2,11.98
288228,2024-05-21,7891107101621,15079011,OLEO DE SOJA SOYA 900ML,UN,5.99,6.0,4,35.94
288230,2024-05-22,7891107101621,15079011,OLEO SOYA SOJA 900ML,UN,7.25,23.0,19,166.75
288244,2024-05-29,7893000980006,15179090,MARGARINA DELINE 500G,KG,5.79,1.0,1,5.79
288247,2024-05-30,7893000979932,15171000,MARGARINA DELINE C SAL 250G UN,UN,2.9,9.0,8,26.099999999999998
288254,2024-06-01,7891107101621,15079011,OLEO SOYA 900,UN,6.99,3.0,3,20.97
288266,2024-06-06,7891107101621,15079011,OLEO DE SOJA REF SOYA 20X900ML PET BR,UN,6.25,3.0,3,18.75
